"""MaStR-Nr. der Einheit""";Anzeige-Name der Einheit;Bruttoleistung der Einheit;Nettonennleistung der Einheit;Inbetriebnahmedatum der Einheit;Registrierungsdatum der Einheit;Bundesland;Postleitzahl;Ort;Anzahl der Solar-Module;Hauptausrichtung der Solar-Module;Inbetriebnahmedatum der EEG-Anlage;Coords;Wetter-ID
SEE993639227330;Fotovoltaik Rosentreppe 1a;6,01;6;08.02.2002;14.01.2021;Hamburg;21079;Hamburg;46.0;SÃ¼d-West;08.02.2002;[53.550341, 10.000654];4039
SEE901432453474;Fotovoltaik Reeseberg 108;6,24;6;22.10.2003;14.01.2021;Hamburg;21079;Hamburg;52.0;SÃ¼d-West;22.10.2003;[53.550341, 10.000654];4039
SEE951381758625;Stillhorner Weg 56;30,16;30;23.06.2010;14.01.2021;Hamburg;21109;Hamburg;110.0;Ost-West;23.06.2010;[53.550341, 10.000654];4039
SEE912911220371;GroÃe Anlage;9,03;9,03;20.09.2010;14.01.2021;Hamburg;22549;Hamburg;42.0;SÃ¼d;20.09.2010;[53.5846012, 9.8593302];4039
SEE943235391324;ABR985992877123;9,07;9,07;01.11.2012;15.01.2021;Hamburg;22457;Hamburg;37.0;SÃ¼d;01.11.2012;[53.6375593, 9.9110214];4039
SEE954336477374;StiegstÃ¼ck 26;1,92;1,5;08.05.1998;21.10.2021;Hamburg;22339;Hamburg;16.0;SÃ¼d;08.05.1998;[53.550341, 10.000654];4039
SEE977177501145;Hamburg;3,24;3;06.05.2008;15.01.2021;Hamburg;21079;Hamburg;18.0;SÃ¼d;06.05.2008;[53.550341, 10.000654];4039
SEE933236468941;Erste Anlage Hallendach;29,8;29,8;28.09.2007;15.01.2021;Hamburg;22145;Hamburg;498.0;SÃ¼d-Ost;28.09.2007;[53.6281342, 10.16261];4039
SEE992539933723;PV anlage;2,16;2,16;22.04.1997;15.01.2021;Hamburg;22399;Hamburg;40.0;SÃ¼d;22.04.1997;[53.6638384, 10.0722229];4039
SEE969347729015;Zweite Anlage Halle;25;25;28.06.2013;15.01.2021;Hamburg;22145;Hamburg;100.0;SÃ¼d-Ost;28.06.2013;[53.6281342, 10.16261];4039
SEE929760163025;Einheit_1;4,92;4,92;04.09.2002;20.01.2021;Hamburg;22767;Hamburg;40.0;SÃ¼d;04.09.2002;[53.550341, 10.000654];4039
SEE974601274460;PV DuWi;1,54;1,54;20.03.2003;16.01.2021;Hamburg;22359;Hamburg;3.0;SÃ¼d;20.03.2003;[53.655975, 10.1629858];4039
SEE997861176725;Hausdach;2,4;2,4;08.03.2013;16.01.2021;Hamburg;21109;Hamburg;7.0;SÃ¼d;08.03.2013;[53.550341, 10.000654];4039
SEE955187092990;Ehe231;16,22;15;15.11.2011;16.01.2021;Hamburg;21075;Hamburg;69.0;SÃ¼d;15.11.2011;[53.550341, 10.000654];4039
SEE989043667886;WohnhausdachHH;9,2;9,2;31.05.2013;16.01.2021;Hamburg;22359;Hamburg;40.0;SÃ¼d-West;31.05.2013;[53.655975, 10.1629858];4039
SEE951321184033;PVMKS01;3;3;23.12.2010;17.01.2021;Hamburg;21077;Hamburg;13.0;SÃ¼d;23.12.2010;[53.550341, 10.000654];4039
SEE950902098677;Elison;6,16;5;11.04.2016;17.01.2021;Hamburg;22457;Hamburg;22.0;SÃ¼d;11.04.2016;[53.6375593, 9.9110214];4039
SEE995743419779;Dach-Solar-Strom;4,51;4;21.09.2011;17.01.2021;Hamburg;22159;Hamburg;21.0;SÃ¼d;21.09.2011;[53.615857, 10.1196276];4039
SEE981882468174;Hausdach;4,5;4,5;10.11.2017;17.01.2021;Hamburg;22159;Hamburg;1.0;SÃ¼d-Ost;10.11.2017;[53.615857, 10.1196276];4039
SEE939911766432;Solaranlage;2,04;2;26.11.2001;17.01.2021;Hamburg;22607;Hamburg;24.0;SÃ¼d;26.11.2001;[53.5666738, 9.8812992];4039
SEE932825632831;Solaranlage;4,14;3,8;20.12.1996;17.01.2021;Hamburg;22359;Hamburg;12.0;SÃ¼d;20.12.1996;[53.655975, 10.1629858];4039
SEE975017086234;PV voltakt;3,75;3,75;28.02.2013;17.01.2021;Hamburg;21075;Hamburg;15.0;Ost-West;28.02.2013;[53.550341, 10.000654];4039
SEE922612439224;SH Anlage;1,98;1,9;19.12.2002;17.01.2021;Hamburg;22393;Hamburg;9.0;SÃ¼d;19.12.2002;[53.6477044, 10.1151804];4039
SEE926662641859;Fotovoltaik Reeseberg 108a;7,32;7;05.11.2003;17.01.2021;Hamburg;21079;Hamburg;61.0;SÃ¼d-West;05.11.2003;[53.550341, 10.000654];4039
SEE998859882468;Fotovoltaik Reeseberg 104a;9,36;9;12.11.2003;17.01.2021;Hamburg;21079;Hamburg;78.0;SÃ¼d-West;12.11.2003;[53.550341, 10.000654];4039
SEE960572169805;Hausdachlolxdd;2,1;2,1;17.05.2005;19.01.2021;Hamburg;22417;Hamburg;2.0;SÃ¼d;17.05.2005;[53.6704119, 10.0270286];4039
SEE953333684860;Fotovoltaik RoseggerstraÃe 29;7,5;7,2;20.07.2004;17.01.2021;Hamburg;21079;Hamburg;62.0;SÃ¼d-Ost;20.07.2004;[53.550341, 10.000654];4039
SEE997677845761;Fotovoltaik RoseggerstraÃe 31;11,13;10,6;20.07.2004;17.01.2021;Hamburg;21079;Hamburg;93.0;SÃ¼d-West;20.07.2004;[53.550341, 10.000654];4039
SEE914905612384;Dach589;4,6;3,9;28.06.2011;17.01.2021;Hamburg;22587;Hamburg;17.0;SÃ¼d-Ost;28.06.2011;[53.5639997, 9.8092706];4039
SEE986111860880;Fotovoltaik Reeseberg 67;8,424;8;27.09.2004;17.01.2021;Hamburg;21079;Hamburg;52.0;SÃ¼d-West;27.09.2004;[53.550341, 10.000654];4039
SEE919886258293;Fotovoltaik Reeseberg 61;32,076;30;04.10.2004;17.01.2021;Hamburg;21079;Hamburg;198.0;SÃ¼d-West;04.10.2004;[53.550341, 10.000654];4039
SEE908016003063;Hausdach;7,22;7,1;15.11.2011;05.02.2021;Hamburg;22391;Hamburg;38.0;SÃ¼d-Ost;15.11.2011;[53.550341, 10.000654];4039
SEE979429981224;Fotovoltaik Vinzenzweg 10d;40,32;38;30.07.2007;17.01.2021;Hamburg;21077;Hamburg;224.0;SÃ¼d;30.07.2007;[53.550341, 10.000654];4039
SEE956843395431;Fotovoltaik Tivoliweg 9;15,84;15;26.06.2009;17.01.2021;Hamburg;21079;Hamburg;72.0;SÃ¼d-West;26.06.2009;[53.550341, 10.000654];4039
SEE983763044828;Fotovoltaik Rosentreppe 1;13,68;12,8;20.07.2011;17.01.2021;Hamburg;21079;Hamburg;62.0;SÃ¼d-Ost;20.07.2011;[53.550341, 10.000654];4039
SEE933353375665;Fotovoltaik Rosentreppe 4;4,18;4;20.07.2011;17.01.2021;Hamburg;21079;Hamburg;22.0;SÃ¼d-Ost;20.07.2011;[53.550341, 10.000654];4039
SEE969019077093;Fotovoltaik Reeseberg 24;17,5;17,5;26.09.2013;17.01.2021;Hamburg;21079;Hamburg;70.0;SÃ¼d-West;26.09.2013;[53.550341, 10.000654];4039
SEE929006299952;Winsener Strasse 49 (a);4,62;4,62;04.04.1996;17.01.2021;Hamburg;21077;Hamburg;38.0;SÃ¼d-West;04.04.1996;[53.550341, 10.000654];4039
SEE964397100500;Winsener Strasse 49 (n);5,26;5,26;03.11.2015;17.01.2021;Hamburg;21077;Hamburg;38.0;SÃ¼d-West;03.11.2015;[53.550341, 10.000654];4039
SEE914225829530;SuGa30A;2;2;20.09.2018;17.01.2021;Hamburg;22453;Hamburg;1.0;SÃ¼d-West;09.11.2018;[53.550341, 10.000654];4039
SEE997997722063;4.32 kWP PV;4,32;4,32;20.12.2017;18.01.2021;Hamburg;21149;Hamburg;16.0;SÃ¼d-West;20.12.2017;[53.467191, 9.8560631];4039
SEE922867276582;BÃ¼rosolardach;3,91;3,91;30.09.2009;18.01.2021;Hamburg;22391;Hamburg;17.0;SÃ¼d;30.09.2009;[53.550341, 10.000654];4039
SEE966345576177;99415 Solarstrom;5,52;4,2;04.06.2014;21.12.2020;Hamburg;22339;Hamburg;24.0;SÃ¼d-West;04.06.2014;[53.550341, 10.000654];4039
SEE942440524053;Solaranlage 1;3,6;3,6;07.03.2012;18.01.2021;Hamburg;22175;Hamburg;15.0;SÃ¼d-West;07.03.2012;[53.6268746, 10.1015902];4039
SEE934199259720;893-PV-Anlage Dach;10,56;10;04.05.2012;18.01.2021;Hamburg;20097;Hamburg;44.0;West;04.05.2012;[53.550341, 10.000654];4039
SEE963780244838;Solar;8,57;8,57;23.05.2012;18.01.2021;Hamburg;21029;Hamburg;1.0;SÃ¼d;23.05.2012;[53.4868773, 10.2233996];1736
SEE919899983571;PV-Anlage Hamburg;5;5;17.04.2014;18.01.2021;Hamburg;22547;Hamburg;20.0;SÃ¼d-Ost;17.04.2014;[53.5991257, 9.8775211];4039
SEE968197953014;Solar RÃ¼stweg;4,08;3,6;12.12.2011;19.01.2021;Hamburg;21079;Hamburg;16.0;SÃ¼d;12.12.2011;[53.550341, 10.000654];4039
SEE999113935999;Solaranlage - 2011 - ID 98285;60,395;53,5;04.07.2011;19.01.2021;Hamburg;22761;Hamburg;257.0;SÃ¼d-Ost;04.07.2011;[53.550341, 10.000654];4039
SEE953210497828;Wohlers Solar;5,29;4,6;31.03.2012;19.01.2021;Hamburg;22767;Hamburg;19.0;SÃ¼d;31.03.2012;[53.550341, 10.000654];4039
SEE997274175582;WalmdachSÃ¼d;5,559;5,559;16.03.2015;19.01.2021;Hamburg;22391;Hamburg;17.0;SÃ¼d-West;16.03.2015;[53.550341, 10.000654];4039
SEE955754459416;Solaranlage Kirchturm;1,92;1,92;31.01.2000;19.01.2021;Hamburg;22769;Hamburg;;SÃ¼d-Ost;31.01.2000;[53.550341, 10.000654];4039
SEE972935661284;Supersonne;3,33;3;19.11.2001;19.01.2021;Hamburg;22147;Hamburg;32.0;SÃ¼d;19.11.2001;[53.6118613, 10.1375976];4039
SEE987489474389;TrÃ¤cker Alt und Neu;14,7;12,5;15.10.2004;19.01.2021;Hamburg;22113;Hamburg;16.0;SÃ¼d;15.10.2004;[53.5342269, 10.1495386];4039
SEE962917879608;Eugen Bayer;4,42;4,2;27.08.2015;19.01.2021;Hamburg;22523;Hamburg;17.0;SÃ¼d;27.08.2015;[53.611792, 9.8940385];4039
SEE962844888469;"Kampnagel; Halle K2";14,83;12;16.12.2008;19.01.2021;Hamburg;22303;Hamburg;72.0;SÃ¼d-West;16.12.2008;[53.550341, 10.000654];4039
SEE962923724725;"Kampnagel; Vorhalle 6";48,38;40;16.12.2008;19.01.2021;Hamburg;22303;Hamburg;216.0;SÃ¼d-West;16.12.2008;[53.550341, 10.000654];4039
SEE961549902098;"Kampnagel; Halle K6";38,16;32;16.12.2008;19.01.2021;Hamburg;22303;Hamburg;181.0;SÃ¼d-West;16.12.2008;[53.550341, 10.000654];4039
SEE920940022538;BV Suhrke;1,2;1,2;23.11.2016;19.01.2021;Hamburg;22459;Hamburg;6.0;SÃ¼d;23.11.2016;[53.550341, 10.000654];4039
SEE903516348928;Hausdach;4,5;4,2;09.05.2014;19.01.2021;Hamburg;22609;Hamburg;18.0;SÃ¼d;09.05.2014;[53.558701, 9.850352];4039
SEE908612526478;Solaranlage;2,69;2,69;23.12.2004;19.01.2021;Hamburg;22457;Hamburg;44.0;SÃ¼d-Ost;23.12.2004;[53.6375593, 9.9110214];4039
SEE911778507571;"Kampnagel; Vorhalle 6_Teil 2";5,376;5,376;11.08.2009;19.01.2021;Hamburg;22303;Hamburg;24.0;SÃ¼d-West;11.08.2009;[53.550341, 10.000654];4039
SEE979852054328;Solaranlage - 2011 - ID 98455 - 4,70 kw 15.09.2011;4,7;4;15.09.2011;19.01.2021;Hamburg;22761;Hamburg;20.0;SÃ¼d-Ost;15.09.2011;[53.550341, 10.000654];4039
SEE953841768007;KIWI's Solaranlage;4,111;3;21.02.2006;19.01.2021;Hamburg;22547;Hamburg;20.0;SÃ¼d-Ost;21.02.2006;[53.5991257, 9.8775211];4039
SEE994927829717;PV-Anlage Brako;6,37;6,37;23.03.2012;20.01.2021;Hamburg;22395;Hamburg;26.0;Ost-West;23.03.2012;[53.6667313, 10.1165789];4039
SEE912290342497;Hausdach;2,84;2;06.08.2003;23.12.2020;Hamburg;22417;Hamburg;18.0;SÃ¼d;06.08.2003;[53.6704119, 10.0270286];4039
SEE994341668671;Bergedorf 2004;4,94;4,94;01.11.2004;20.01.2021;Hamburg;21033;Hamburg;26.0;SÃ¼d;01.11.2004;[53.5010368, 10.1796657];4039
SEE919054639077;Photovoltaikanlage;6,05;6,05;11.10.2014;20.01.2021;Hamburg;21035;Hamburg;22.0;SÃ¼d-West;11.10.2014;[53.482356, 10.1714862];4039
SEE937500945084;DH sÃ¼d;1,2;1,2;19.09.2012;20.01.2021;Hamburg;21149;Hamburg;15.0;SÃ¼d-West;19.09.2012;[53.467191, 9.8560631];4039
SEE903142625295;Bergedorf 2005;2,47;2,47;20.04.2005;20.01.2021;Hamburg;21033;Hamburg;13.0;SÃ¼d;20.04.2005;[53.5010368, 10.1796657];4039
SEE950488696007;EH ost;1,125;1,125;20.12.2012;20.01.2021;Hamburg;21149;Hamburg;15.0;SÃ¼d-Ost;20.12.2012;[53.467191, 9.8560631];4039
SEE979966787051;Bergedorf 2006;2,66;2,66;31.07.2006;20.01.2021;Hamburg;21033;Hamburg;14.0;SÃ¼d;31.07.2006;[53.5010368, 10.1796657];4039
SEE916755734513;PV-Anlage;3,26;3,26;27.11.2008;20.01.2021;Hamburg;21035;Hamburg;15.0;SÃ¼d-Ost;27.11.2008;[53.482356, 10.1714862];4039
SEE966666256079;50835028222;3,5;3,5;12.11.1999;20.01.2021;Hamburg;21077;Hamburg;20.0;SÃ¼d-West;12.11.1999;[53.550341, 10.000654];4039
SEE960794353600;Photovoltaik;1,72;1,54;29.05.2012;20.01.2021;Hamburg;22419;Hamburg;7.0;SÃ¼d-West;29.05.2012;[53.550341, 10.000654];4039
SEE956248970042;90432;2,6;2,6;15.07.2016;20.01.2021;Hamburg;22159;Hamburg;10.0;SÃ¼d;15.07.2016;[53.615857, 10.1196276];4039
SEE935718584200;Haus 2;7,68;6,2;02.07.2018;20.01.2021;Hamburg;22415;Hamburg;24.0;SÃ¼d;02.07.2018;[53.550341, 10.000654];4039
SEE971640303489;Pep SÃ¼d;3,015;3;25.04.2017;20.01.2021;Hamburg;21149;Hamburg;9.0;SÃ¼d-Ost;25.04.2017;[53.467191, 9.8560631];4039
SEE965459219475;PV Anlage;17,48;15,34;01.08.2011;21.01.2021;Hamburg;21107;Hamburg;;SÃ¼d;01.08.2011;[53.550341, 10.000654];4039
SEE960068763517;Photovoltaik I;236,11;198;29.03.2012;21.01.2021;Hamburg;21129;Hamburg;898.0;Ost;29.03.2012;[53.5259453, 9.8372267];4039
SEE903935192768;JJ Europe life L Effizienzhaus 55;3,48;3,48;28.03.2012;21.01.2021;Hamburg;22397;Hamburg;24.0;SÃ¼d-West;28.03.2012;[53.6922599, 10.1080226];4039
SEE917074440994;Solar Hausdach;8,175;8;19.08.2013;21.01.2021;Hamburg;21077;Hamburg;25.0;SÃ¼d-West;19.08.2013;[53.550341, 10.000654];4039
SEE909432776692;Anlage groÃe Reithalle;93,53;85;22.12.2011;21.01.2021;Hamburg;21037;Hamburg;398.0;SÃ¼d-Ost;22.12.2011;[53.4351527, 10.1484351];4039
SEE988409576459;Euler Solar;4,1;2;20.01.2013;21.01.2021;Hamburg;22041;Hamburg;21.0;SÃ¼d-West;20.01.2013;[53.550341, 10.000654];4039
SEE957105707641;ABR908694120397;3,76;3;04.02.2013;09.07.2021;Hamburg;22399;Hamburg;16.0;West;04.02.2013;[53.6638384, 10.0722229];4039
SEE988207107480;ABR908694120397;3,76;3;27.11.2012;21.01.2021;Hamburg;22399;Hamburg;16.0;SÃ¼d;27.11.2012;[53.6638384, 10.0722229];4039
SEE960625047692;MDG Schuldach;4,5;3,22;01.12.1999;22.01.2021;Hamburg;22587;Hamburg;;;01.12.1999;[53.5639997, 9.8092706];4039
SEE917390204683;Solaranlage Dach;160,08;147,2;30.09.2009;22.01.2021;Hamburg;21109;Hamburg;2208.0;SÃ¼d;30.09.2009;[53.550341, 10.000654];4039
SEE928837689796;9,79717E+11;6,96;0,4;10.09.2013;22.01.2021;Hamburg;21037;Hamburg;27.0;SÃ¼d-Ost;10.09.2013;[53.4351527, 10.1484351];4039
SEE948322877767;Sonnensegel;3,24;3,2;30.09.2009;22.01.2021;Hamburg;21109;Hamburg;40.0;SÃ¼d;30.09.2009;[53.550341, 10.000654];4039
SEE979742239224;BAUHAUS Hamburg-Stellingen;88,13;88,13;22.03.2007;22.01.2021;Hamburg;22525;Hamburg;;SÃ¼d-West;22.03.2007;[53.550341, 10.000654];4039
SEE932349994262;Solar-Funkanlage;2,59;2,59;19.07.2006;28.01.2021;Hamburg;22457;Hamburg;14.0;SÃ¼d;19.07.2006;[53.6375593, 9.9110214];4039
SEE971182628309;Hausdach;3,96;2,6;10.10.2003;22.01.2021;Hamburg;21109;Hamburg;24.0;SÃ¼d-West;10.10.2003;[53.550341, 10.000654];4039
SEE930934761732;PV-Anlage Westseite;4,76;3,9;07.06.2007;23.01.2021;Hamburg;21077;Hamburg;28.0;West;07.06.2007;[53.550341, 10.000654];4039
SEE990774774699;PV-Anlage Ostseite;3,64;3,6;01.07.2016;23.01.2021;Hamburg;21077;Hamburg;14.0;Ost;01.07.2016;[53.550341, 10.000654];4039
SEE975794028182;Goj Solar-Eigenverbrauch;14,56;14,56;31.07.2014;23.01.2021;Hamburg;21029;Hamburg;52.0;SÃ¼d;31.07.2014;[53.4868773, 10.2233996];1736
SEE920471055692;Hausdach;3,5;3,5;20.02.2015;23.01.2021;Hamburg;22529;Hamburg;14.0;SÃ¼d;20.02.2015;[53.550341, 10.000654];4039
SEE950509196042;WBHamburg2013 - Haus;8,58;7;27.03.2013;23.01.2021;Hamburg;21033;Hamburg;44.0;Ost-West;27.03.2013;[53.5010368, 10.1796657];4039
SEE973220011531;Hausdach;5,5;5,5;26.03.2015;24.01.2021;Hamburg;21129;Hamburg;20.0;SÃ¼d;26.03.2015;[53.5259453, 9.8372267];4039
SEE947386630844;PV Schuldach;7,2;7,2;15.05.2009;24.01.2021;Hamburg;21035;Hamburg;40.0;SÃ¼d;15.05.2009;[53.482356, 10.1714862];4039
SEE914745917861;Hausdach;3,48;3;15.04.2010;24.01.2021;Hamburg;22147;Hamburg;17.0;SÃ¼d-Ost;15.04.2010;[53.6118613, 10.1375976];4039
SEE966070668642;91572;1,91;1,91;10.12.1993;24.01.2021;Hamburg;22395;Hamburg;1.0;SÃ¼d;10.12.1993;[53.6667313, 10.1165789];4039
SEE938555383081;214;32,2;30;04.08.2011;25.01.2021;Hamburg;22049;Hamburg;140.0;SÃ¼d;04.08.2011;[53.550341, 10.000654];4039
SEE981094356313;Hausdach;3,35;3,35;03.03.2016;25.01.2021;Hamburg;22419;Hamburg;8.0;SÃ¼d;03.03.2016;[53.550341, 10.000654];4039
SEE941029220089;Dachanlage;8,82;8;28.12.2011;25.01.2021;Hamburg;21039;Hamburg;49.0;SÃ¼d;28.12.2011;[53.4513175, 10.2547253];1736
SEE959194081237;Altbau-Hausdach;4,95;4,95;29.11.2013;26.01.2021;Hamburg;22391;Hamburg;15.0;SÃ¼d-Ost;29.11.2013;[53.550341, 10.000654];4039
SEE966783228492;Solaranlage_Hausdach;9,75;9,75;18.01.2013;25.01.2021;Hamburg;22399;Hamburg;50.0;SÃ¼d;18.01.2013;[53.6638384, 10.0722229];4039
SEE928581319284;Hausdach;2,52;2,5;30.06.2006;25.01.2021;Hamburg;22393;Hamburg;18.0;West;30.06.2006;[53.6477044, 10.1151804];4039
SEE957647063014;PV-Dach;1;1;14.04.2011;25.01.2021;Hamburg;21037;Hamburg;12.0;SÃ¼d-West;14.04.2011;[53.4351527, 10.1484351];4039
SEE983109968931;Lagerhalle;32,4;30;08.06.2011;25.01.2021;Hamburg;21129;Hamburg;144.0;West;08.06.2011;[53.5259453, 9.8372267];4039
SEE900384018694;Solaranlage der Nelson-Mandela-Schule Hamburg;1,01;0,7;09.01.1998;25.01.2021;Hamburg;21109;Hamburg;20.0;SÃ¼d;09.01.1998;[53.550341, 10.000654];4039
SEE920912152560;Photovoltaikanlage Carport;2,655;2,655;16.06.2016;25.01.2021;Hamburg;22393;Hamburg;3.0;SÃ¼d;16.06.2016;[53.6477044, 10.1151804];4039
SEE993632201382;Solaranlage GÃ¶hlbachtal BS18;5,377;5,377;18.08.2009;25.01.2021;Hamburg;21073;Hamburg;2.0;SÃ¼d-West;18.08.2009;[53.550341, 10.000654];4039
SEE944691972935;Solaris23;3,9;2;19.06.1997;27.01.2021;Hamburg;22457;Hamburg;36.0;SÃ¼d-West;19.06.1997;[53.6375593, 9.9110214];4039
SEE975267820190;Dachsolaranlage;2,1;2;21.11.1997;25.01.2021;Hamburg;22397;Hamburg;28.0;SÃ¼d;21.11.1997;[53.6922599, 10.1080226];4039
SEE955936535778;Anlage Kita ZB;3,96;3,96;09.10.1997;26.01.2021;Hamburg;22457;Hamburg;1.0;SÃ¼d;09.10.1997;[53.6375593, 9.9110214];4039
SEE909052077254;Sonnendach;8,415;6,5;18.06.2012;26.01.2021;Hamburg;22045;Hamburg;33.0;SÃ¼d;18.06.2012;[53.5839495, 10.1308382];4039
SEE938940786800;080. Jacobsenweg;236,25;225;11.10.2017;26.01.2021;Hamburg;22525;Hamburg;875.0;SÃ¼d;11.10.2017;[53.550341, 10.000654];4039
SEE998121684615;SAS;1,08;1,08;15.06.1999;26.01.2021;Hamburg;20535;Hamburg;9.0;SÃ¼d;15.06.1999;[53.550341, 10.000654];4039
SEE976748740105;Sonny Boy;2,2;2,1;22.02.2008;05.01.2021;Hamburg;22395;Hamburg;10.0;SÃ¼d;22.02.2008;[53.6667313, 10.1165789];4039
SEE960846089396;Tankstelle Fahrbahndach / HH Winterhuder Weg 72;4,42;4,42;01.03.2000;26.01.2021;Hamburg;22085;Hamburg;6.0;SÃ¼d-West;01.03.2000;[53.550341, 10.000654];4039
SEE956455499046;Solaranlage Firma;14,56;14;08.04.2015;26.01.2021;Hamburg;21037;Hamburg;56.0;SÃ¼d-West;08.04.2015;[53.4351527, 10.1484351];4039
SEE937332537976;Solaranlage;9,44;9;18.04.2018;26.01.2021;Hamburg;21147;Hamburg;32.0;SÃ¼d-West;18.04.2018;[53.4781843, 9.8768076];4039
SEE956072804797;Stromanlage Solar Hausdach;6,44;6,1;17.06.2015;28.01.2021;Hamburg;22393;Hamburg;23.0;SÃ¼d-West;17.06.2015;[53.6477044, 10.1151804];4039
SEE914342439353;Gareagendach;5,08;1,5;09.12.2011;26.01.2021;Hamburg;22607;Hamburg;16.0;SÃ¼d;09.12.2011;[53.5666738, 9.8812992];4039
SEE999666498637;Brecht-Schulen HH PV;3,12;3,12;27.11.2012;26.01.2021;Hamburg;20097;Hamburg;16.0;SÃ¼d-Ost;27.11.2012;[53.550341, 10.000654];4039
SEE994073962023;Westerfelde 1;7;7;03.09.2014;26.01.2021;Hamburg;22397;Hamburg;1.0;SÃ¼d;03.09.2014;[53.6922599, 10.1080226];4039
SEE935791421997;Anlage 145;5;0,7;19.09.1997;29.01.2021;Hamburg;22525;Hamburg;;SÃ¼d;19.09.1997;[53.550341, 10.000654];4039
SEE934784987557;Tankstelle Pylon / HH Bramfelder Chaussee;2,1;2,1;30.12.1999;27.01.2021;Hamburg;22175;Hamburg;1.0;SÃ¼d-West;30.12.1999;[53.6268746, 10.1015902];4039
SEE973374328356;Tankstelle Pylon / HH Heidenkampsweg;2,1;2,1;27.11.2000;27.01.2021;Hamburg;20097;Hamburg;1.0;SÃ¼d;27.11.2000;[53.550341, 10.000654];4039
SEE968550650574;Tankstelle Pylon / HH Steilshooper Allee;3,75;3,75;04.03.1999;27.01.2021;Hamburg;22309;Hamburg;1.0;SÃ¼d;04.03.1999;[53.550341, 10.000654];4039
SEE979976646072;PV Anlage Hausdach EFH;5,88;4,6;08.01.2018;27.01.2021;Hamburg;22145;Hamburg;21.0;SÃ¼d;08.01.2018;[53.6281342, 10.16261];4039
SEE940373510266;Dachsolar;5,03;4,6;02.09.2014;27.01.2021;Hamburg;22419;Hamburg;15.0;SÃ¼d;02.09.2014;[53.550341, 10.000654];4039
SEE938863968222;PV-Anlage Verwaltungs-, WerkstattgebÃ¤ude;37,03;37,03;06.10.2011;27.01.2021;Hamburg;21079;Hamburg;162.0;SÃ¼d;06.10.2011;[53.550341, 10.000654];4039
SEE908524608224;Hausdach;1,05;1;15.04.2009;27.01.2021;Hamburg;21029;Hamburg;1.0;SÃ¼d;15.04.2009;[53.4868773, 10.2233996];1736
SEE956238263390;Numenius 1;4,88;3,8;15.11.1996;28.01.2021;Hamburg;22457;Hamburg;23.0;SÃ¼d;15.11.1996;[53.6375593, 9.9110214];4039
SEE934539068043;Photovoltaikanlage;19,3;13,95;16.12.2008;27.01.2021;Hamburg;22767;Hamburg;117.0;SÃ¼d;16.12.2008;[53.550341, 10.000654];4039
SEE915408287925;Techam;16,32;12;30.11.2012;27.01.2021;Hamburg;22113;Hamburg;64.0;SÃ¼d;30.11.2012;[53.5342269, 10.1495386];4039
SEE928143648500;PV-Dachanlage;4,5;4,5;30.09.2014;27.01.2021;Hamburg;22395;Hamburg;18.0;SÃ¼d;30.09.2014;[53.6667313, 10.1165789];4039
SEE949757510779;PV-Dachanlage;1,5;1,5;12.11.2014;27.01.2021;Hamburg;22395;Hamburg;6.0;SÃ¼d;12.11.2014;[53.6667313, 10.1165789];4039
SEE906834305550;Energiequelle;2,12;2,12;28.06.1993;28.01.2021;Hamburg;21077;Hamburg;40.0;SÃ¼d;28.06.1993;[53.550341, 10.000654];4039
SEE977228418897;PV-Dachanlage;4,5;4,5;30.09.2014;27.01.2021;Hamburg;22395;Hamburg;18.0;SÃ¼d;30.09.2014;[53.6667313, 10.1165789];4039
SEE946470966005;PV-GW-2-36;23,57;21,2;23.12.2011;27.01.2021;Hamburg;22177;Hamburg;96.0;SÃ¼d;23.12.2011;[53.550341, 10.000654];4039
SEE940419193712;Hausdach;1,63;1,3;31.12.2010;28.01.2021;Hamburg;22081;Hamburg;16.0;Nord;31.12.2010;[53.550341, 10.000654];4039
SEE918124973264;PV-GW-38-76;25,46;22,8;23.12.2011;28.01.2021;Hamburg;22177;Hamburg;107.0;SÃ¼d;23.12.2011;[53.550341, 10.000654];4039
SEE930275997524;Hausdach;2,04;2;24.05.2007;28.01.2021;Hamburg;22455;Hamburg;13.0;SÃ¼d-West;24.05.2007;[53.550341, 10.000654];4039
SEE962344653505;PV-GW-Block-6-7-13;22,625;19,8;11.06.2006;28.01.2021;Hamburg;22177;Hamburg;362.0;West;11.06.2006;[53.550341, 10.000654];4039
SEE901939574399;MÃ¶belhausdach HÃ¶ffner Hamburg Eidelstedt;672;569;27.06.2011;28.01.2021;Hamburg;22523;Hamburg;8400.0;SÃ¼d;27.06.2011;[53.611792, 9.8940385];4039
SEE920042941904;PV-Lem-Ga-4,5;4,5;4,5;08.12.2010;28.01.2021;Hamburg;22397;Hamburg;20.0;Ost;08.12.2010;[53.6922599, 10.1080226];4039
SEE942516867527;KNIPPING KÃ¤lte&Klimatechnik GmbH;18;15;28.11.2012;28.01.2021;Hamburg;22525;Hamburg;72.0;Ost-West;28.11.2012;[53.550341, 10.000654];4039
SEE995344427784;PV-Anlage SJP-St. Bernard;28,8;24;10.06.2009;28.01.2021;Hamburg;22393;Hamburg;144.0;SÃ¼d;10.06.2009;[53.6477044, 10.1151804];4039
